epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,82.1245,0,67.3855,0,0,0,0,0,5.63064,4.427,5.16309,0.000965375,0.000965375,0.000965375
25,83.9275,0,65.4601,0,0,0,0,0,5.66705,4.465,5.92022,0.000953,0.000953,0.000953
26,85.8704,0,63.8008,0,0,0,0,0,5.88941,4.5938,6.48005,0.000940625,0.000940625,0.000940625
27,87.7028,0,62.1307,0,0,0,0,0,5.90025,4.65777,6.02119,0.00092825,0.00092825,0.00092825
28,89.6815,0,60.4521,0,0,0,0,0,5.91229,23.5347,9.67752,0.000915875,0.000915875,0.000915875
29,91.5857,0,58.7258,0,0,0,0,0,6.10758,7.74967,5.21915,0.0009035,0.0009035,0.0009035
30,93.4824,0,57.2919,0,0,0,0,0,6.15579,4.66633,5.11969,0.000891125,0.000891125,0.000891125
31,95.4436,0,55.7829,0,0,0,0,0,5.80498,4.45609,4.52634,0.00087875,0.00087875,0.00087875
32,97.2501,0,54.3717,0,0,0,0,0,5.73346,4.4761,4.43659,0.000866375,0.000866375,0.000866375
33,98.9793,0,52.8158,0,0,0,0,0,5.71489,4.50631,4.39063,0.000854,0.000854,0.000854
34,100.758,0,51.3555,0,0,0,0,0,5.93338,4.50735,4.35338,0.000841625,0.000841625,0.000841625
35,102.465,0,49.973,0,0,0,0,0,6.08959,4.53091,4.45085,0.00082925,0.00082925,0.00082925
36,103.892,0,48.6481,0,0,0,0,0,6.07635,4.52988,4.52101,0.000816875,0.000816875,0.000816875
37,105.287,0,47.3343,0,0,0,0,0,6.06967,4.5321,4.67393,0.0008045,0.0008045,0.0008045
38,106.777,0,46.0903,0,0,0,0,0,6.03134,4.53625,4.63655,0.000792125,0.000792125,0.000792125
39,108.18,0,44.9741,0,0,0,0,0,5.97832,4.54059,4.41234,0.00077975,0.00077975,0.00077975
40,109.973,0,43.7441,0,0,0,0,0,6.03194,4.48052,4.19083,0.000767375,0.000767375,0.000767375
41,111.432,0,42.4405,0,0,0,0,0,6.00493,4.49445,4.23547,0.000755,0.000755,0.000755
42,112.823,0,41.3512,0,0,0,0,0,6.11503,4.56501,4.40943,0.000742625,0.000742625,0.000742625
43,114.211,0,40.3264,0,0,0,0,0,6.22645,4.60293,4.8649,0.00073025,0.00073025,0.00073025
44,115.641,0,39.2986,0,0,0,0,0,6.13777,4.56053,4.74093,0.000717875,0.000717875,0.000717875
45,117.061,0,38.226,0,0,0,0,0,6.06401,4.55223,4.80801,0.0007055,0.0007055,0.0007055
46,118.654,0,37.2177,0,0,0,0,0,6.1125,4.58247,4.87748,0.000693125,0.000693125,0.000693125
47,120.594,0,36.3443,0,0,0,0,0,6.12522,4.61114,4.93242,0.00068075,0.00068075,0.00068075
48,122.177,0,35.375,0,0,0,0,0,6.13632,4.62923,4.9481,0.000668375,0.000668375,0.000668375
49,123.705,0,34.4436,0,0,0,0,0,6.13338,4.6449,4.94627,0.000656,0.000656,0.000656
50,125.232,0,33.6245,0,0,0,0,0,6.11667,4.63237,4.79821,0.000643625,0.000643625,0.000643625
51,126.625,0,32.8169,0,0,0,0,0,6.13809,4.63585,4.8336,0.00063125,0.00063125,0.00063125
52,127.978,0,32.0931,0,0,0,0,0,6.16537,4.63616,4.67224,0.000618875,0.000618875,0.000618875
53,129.395,0,31.247,0,0,0,0,0,6.08483,4.66288,4.54199,0.0006065,0.0006065,0.0006065
54,130.938,0,30.5292,0,0,0,0,0,6.00416,4.71346,4.51665,0.000594125,0.000594125,0.000594125
55,132.504,0,29.8795,0,0,0,0,0,6.02698,4.6879,4.6382,0.00058175,0.00058175,0.00058175
56,134.099,0,29.1863,0,0,0,0,0,6.07713,4.70823,4.93586,0.000569375,0.000569375,0.000569375
57,135.936,0,28.53,0,0,0,0,0,5.95525,4.71727,4.84325,0.000557,0.000557,0.000557
58,137.901,0,27.9113,0,0,0,0,0,5.9787,4.75235,4.76561,0.000544625,0.000544625,0.000544625
59,139.769,0,27.3109,0,0,0,0,0,5.94727,4.74178,4.65061,0.00053225,0.00053225,0.00053225
60,141.685,0,26.7735,0,0,0,0,0,5.84273,4.7389,4.37899,0.000519875,0.000519875,0.000519875
61,143.62,0,26.2032,0,0,0,0,0,5.87816,4.75111,4.38831,0.0005075,0.0005075,0.0005075
62,145.459,0,25.6989,0,0,0,0,0,5.98203,4.77692,4.33861,0.000495125,0.000495125,0.000495125
63,147.506,0,25.1987,0,0,0,0,0,5.96561,4.75492,4.18083,0.00048275,0.00048275,0.00048275
64,149.444,0,24.7216,0,0,0,0,0,5.80422,4.76279,3.99898,0.000470375,0.000470375,0.000470375
65,151.196,0,24.1946,0,0,0,0,0,5.79181,4.79108,4.03133,0.000458,0.000458,0.000458
66,153.062,0,23.7929,0,0,0,0,0,5.70819,4.78659,3.97654,0.000445625,0.000445625,0.000445625
67,154.838,0,23.3541,0,0,0,0,0,5.75569,4.71584,3.81656,0.00043325,0.00043325,0.00043325
68,156.643,0,22.9467,0,0,0,0,0,5.79165,4.71725,3.8166,0.000420875,0.000420875,0.000420875
69,158.491,0,22.5494,0,0,0,0,0,5.75823,4.7049,3.74065,0.0004085,0.0004085,0.0004085
70,160.51,0,22.2569,0,0,0,0,0,5.77504,4.7081,3.69676,0.000396125,0.000396125,0.000396125
71,162.598,0,21.8406,0,0,0,0,0,5.77209,4.73613,3.76326,0.00038375,0.00038375,0.00038375
72,164.622,0,21.4888,0,0,0,0,0,5.89035,4.81647,3.95723,0.000371375,0.000371375,0.000371375
73,166.497,0,21.1605,0,0,0,0,0,5.91067,4.85323,3.96938,0.000359,0.000359,0.000359
74,168.583,0,20.8541,0,0,0,0,0,5.83243,4.92341,4.06373,0.000346625,0.000346625,0.000346625
75,170.628,0,20.572,0,0,0,0,0,5.87765,4.94257,4.1043,0.00033425,0.00033425,0.00033425
76,172.65,0,20.2559,0,0,0,0,0,5.87169,4.94742,4.10186,0.000321875,0.000321875,0.000321875
77,174.521,0,19.978,0,0,0,0,0,5.86453,4.95321,4.09731,0.0003095,0.0003095,0.0003095
78,176.376,0,19.6912,0,0,0,0,0,5.85796,4.96421,4.11156,0.000297125,0.000297125,0.000297125
79,177.859,0,19.4393,0,0,0,0,0,5.85651,4.96727,4.09002,0.00028475,0.00028475,0.00028475
80,179.301,0,19.1854,0,0,0,0,0,5.85398,4.95242,4.12331,0.000272375,0.000272375,0.000272375
81,180.7,0,18.9514,0,0,0,0,0,5.86471,4.94739,4.10934,0.00026,0.00026,0.00026
82,182.113,0,18.7615,0,0,0,0,0,5.82222,4.93733,4.04236,0.000247625,0.000247625,0.000247625
83,183.491,0,18.5807,0,0,0,0,0,5.90144,4.95342,4.05647,0.00023525,0.00023525,0.00023525
84,184.954,0,18.3848,0,0,0,0,0,5.89162,4.95909,4.06574,0.000222875,0.000222875,0.000222875
85,186.594,0,18.2126,0,0,0,0,0,5.85899,4.96914,4.07417,0.0002105,0.0002105,0.0002105
86,188.455,0,18.039,0,0,0,0,0,5.83532,4.98207,4.13501,0.000198125,0.000198125,0.000198125
87,190.339,0,17.9073,0,0,0,0,0,5.78454,4.98829,4.13828,0.00018575,0.00018575,0.00018575
88,192.554,0,17.7593,0,0,0,0,0,5.81785,4.97235,4.10396,0.000173375,0.000173375,0.000173375
89,194.375,0,17.6282,0,0,0,0,0,5.78788,4.96232,4.06084,0.000161,0.000161,0.000161
90,195.847,0,17.4674,0,0,0,0,0,5.75385,4.95094,4.08427,0.000148625,0.000148625,0.000148625
91,203.692,0,17.3912,0,0,0,0,0,5.81908,4.98283,4.24433,0.00013625,0.00013625,0.00013625
92,205.219,0,17.296,0,0,0,0,0,5.68495,5.04267,4.21433,0.000123875,0.000123875,0.000123875
93,206.634,0,17.1831,0,0,0,0,0,5.7185,5.02078,4.50774,0.0001115,0.0001115,0.0001115
94,208.096,0,17.1298,0,0,0,0,0,5.80551,4.95497,4.27076,9.9125e-05,9.9125e-05,9.9125e-05
95,209.538,0,17.0414,0,0,0,0,0,5.89568,5.01486,4.50873,8.675e-05,8.675e-05,8.675e-05
96,210.941,0,16.9735,0,0,0,0,0,5.95219,4.99333,4.45208,7.4375e-05,7.4375e-05,7.4375e-05
97,212.347,0,16.9315,0,0,0,0,0,5.96034,4.99095,4.47729,6.2e-05,6.2e-05,6.2e-05
98,213.745,0,16.8905,0,0,0,0,0,5.96459,4.99848,4.54596,4.9625e-05,4.9625e-05,4.9625e-05
99,215.15,0,16.8516,0,0,0,0,0,5.974,5.00148,4.51963,3.725e-05,3.725e-05,3.725e-05
100,216.632,0,16.8232,0,0,0,0,0,5.98868,5.01018,4.52614,2.4875e-05,2.4875e-05,2.4875e-05
