epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,206.406,1.46373,0.91847,1.23864,0.67651,0.69103,0.68522,0.23669,2.33687,1.26545,1.70795,0.000891125,0.000891125,0.000891125
31,212.461,1.46402,0.91149,1.22494,0.70197,0.67196,0.66538,0.22675,2.35758,1.15457,1.76471,0.00087875,0.00087875,0.00087875
32,218.629,1.46279,0.903,1.22685,0.6982,0.70328,0.68388,0.21649,2.38506,1.20033,1.85096,0.000866375,0.000866375,0.000866375
33,224.733,1.43107,0.88214,1.22768,0.68388,0.68821,0.65572,0.22346,2.30254,1.22494,1.82405,0.000854,0.000854,0.000854
34,230.853,1.4184,0.8828,1.22017,0.6677,0.71582,0.67771,0.23524,2.312,1.17646,1.78195,0.000841625,0.000841625,0.000841625
35,236.874,1.42095,0.88126,1.21029,0.72163,0.71122,0.68657,0.21715,2.38975,1.18331,1.82091,0.00082925,0.00082925,0.00082925
36,242.83,1.41742,0.85363,1.1966,0.7458,0.7404,0.72559,0.24028,2.33073,1.12445,1.82605,0.000816875,0.000816875,0.000816875
37,248.666,1.3648,0.84492,1.17459,0.7038,0.68606,0.66329,0.21586,2.37089,1.19603,1.88004,0.0008045,0.0008045,0.0008045
38,254.44,1.35627,0.83013,1.18604,0.70138,0.66981,0.64187,0.20595,2.48898,1.23863,1.91772,0.000792125,0.000792125,0.000792125
39,260.233,1.41082,0.8459,1.19574,0.65617,0.68953,0.62941,0.18253,2.55918,1.20831,2.01982,0.00077975,0.00077975,0.00077975
40,266.409,1.39947,0.83385,1.191,0.69116,0.76773,0.72281,0.23503,2.39572,1.12822,1.83059,0.000767375,0.000767375,0.000767375
41,272.136,1.34847,0.82436,1.17593,0.66505,0.71469,0.66465,0.23668,2.37161,1.14127,1.86829,0.000755,0.000755,0.000755
42,277.923,1.3709,0.82898,1.17355,0.70923,0.75115,0.70505,0.22357,2.39359,1.12964,1.89508,0.000742625,0.000742625,0.000742625
43,283.636,1.33589,0.80984,1.16364,0.79878,0.70505,0.72706,0.23013,2.43535,1.10899,1.96039,0.00073025,0.00073025,0.00073025
44,289.7,1.30268,0.79264,1.1494,0.71446,0.72036,0.69482,0.23259,2.39492,1.16271,1.87706,0.000717875,0.000717875,0.000717875
45,295.548,1.30111,0.79744,1.14524,0.69684,0.73532,0.67859,0.21542,2.42507,1.20188,1.89479,0.0007055,0.0007055,0.0007055
46,301.415,1.28164,0.78367,1.14329,0.69804,0.7351,0.6775,0.23997,2.38681,1.11593,1.87096,0.000693125,0.000693125,0.000693125
47,307.128,1.26688,0.77731,1.1469,0.68841,0.79503,0.75535,0.26834,2.33679,1.06141,1.7815,0.00068075,0.00068075,0.00068075
48,313.202,1.27112,0.76317,1.14395,0.68227,0.74703,0.71853,0.23598,2.37116,1.18468,1.84667,0.000668375,0.000668375,0.000668375
49,319.251,1.24552,0.77025,1.13625,0.74621,0.75501,0.70231,0.23082,2.36273,1.1412,1.8085,0.000656,0.000656,0.000656
50,325.263,1.30006,0.77362,1.13291,0.71093,0.72754,0.69471,0.23531,2.3631,1.10425,1.88671,0.000643625,0.000643625,0.000643625
51,331.337,1.28175,0.76484,1.13267,0.72542,0.76827,0.7256,0.23532,2.41716,1.11578,1.94876,0.00063125,0.00063125,0.00063125
52,337.417,1.26026,0.76238,1.1222,0.7462,0.74987,0.72454,0.21145,2.51609,1.12596,2.02375,0.000618875,0.000618875,0.000618875
53,343.376,1.26087,0.75923,1.13999,0.7082,0.7672,0.70713,0.22996,2.38929,1.12484,1.88801,0.0006065,0.0006065,0.0006065
54,349.623,1.22914,0.75144,1.12855,0.7076,0.71603,0.66171,0.20267,2.49354,1.15232,1.93815,0.000594125,0.000594125,0.000594125
55,355.506,1.26503,0.75142,1.13273,0.73411,0.71146,0.68445,0.20713,2.5503,1.15344,2.04598,0.00058175,0.00058175,0.00058175
56,361.925,1.21544,0.73232,1.10658,0.75462,0.79163,0.74562,0.22556,2.43279,1.06716,1.94906,0.000569375,0.000569375,0.000569375
57,367.863,1.24023,0.73631,1.1236,0.71256,0.72447,0.69442,0.23685,2.39173,1.09467,1.94305,0.000557,0.000557,0.000557
58,373.712,1.1848,0.71042,1.11259,0.72874,0.75434,0.71597,0.22691,2.39639,1.12538,1.91447,0.000544625,0.000544625,0.000544625
59,379.804,1.19238,0.71939,1.1011,0.69403,0.6647,0.64266,0.19561,2.60168,1.17428,1.97892,0.00053225,0.00053225,0.00053225
60,386.13,1.15715,0.69742,1.09984,0.69669,0.75266,0.69948,0.21856,2.46826,1.16892,1.93397,0.000519875,0.000519875,0.000519875
61,396.458,1.14031,0.70063,1.09359,0.7229,0.75535,0.70007,0.22298,2.43787,1.13569,1.91717,0.0005075,0.0005075,0.0005075
62,403.939,1.15021,0.69555,1.0967,0.72524,0.7126,0.65774,0.22461,2.42277,1.09216,1.92278,0.000495125,0.000495125,0.000495125
63,411.11,1.18383,0.70504,1.08073,0.74154,0.68874,0.67172,0.22792,2.40731,1.07484,1.87866,0.00048275,0.00048275,0.00048275
64,417.425,1.15356,0.69648,1.08293,0.76872,0.74885,0.71437,0.22968,2.36495,1.09195,1.84216,0.000470375,0.000470375,0.000470375
65,423.29,1.18611,0.7063,1.09512,0.7583,0.7548,0.73921,0.23356,2.35598,1.08699,1.80878,0.000458,0.000458,0.000458
66,429.181,1.15672,0.68027,1.0841,0.73607,0.77981,0.72221,0.22782,2.41803,1.04582,1.90898,0.000445625,0.000445625,0.000445625
67,435.125,1.13215,0.67984,1.06785,0.71233,0.74367,0.68747,0.21772,2.45585,1.07643,1.9677,0.00043325,0.00043325,0.00043325
68,441.181,1.1002,0.67369,1.06607,0.72244,0.73554,0.67251,0.21762,2.48629,1.09912,1.97888,0.000420875,0.000420875,0.000420875
69,447.555,1.12564,0.68297,1.06844,0.76032,0.78934,0.74447,0.23324,2.42822,1.11828,1.96875,0.0004085,0.0004085,0.0004085
70,453.973,1.09759,0.67233,1.06632,0.71577,0.76635,0.71516,0.23607,2.43037,1.07913,1.99129,0.000396125,0.000396125,0.000396125
71,460.095,1.10591,0.66246,1.07141,0.72083,0.72943,0.69771,0.20404,2.56166,1.06961,2.11331,0.00038375,0.00038375,0.00038375
72,514.233,1.14196,0.67942,1.08166,0.71336,0.73876,0.69068,0.23343,2.42958,1.0763,1.96619,0.000371375,0.000371375,0.000371375
73,520.792,1.09636,0.66723,1.06804,0.73716,0.76372,0.72222,0.23807,2.38245,1.04435,1.91397,0.000359,0.000359,0.000359
74,526.208,1.11206,0.66903,1.05841,0.83913,0.80353,0.78546,0.23516,2.43466,1.00832,1.96891,0.000346625,0.000346625,0.000346625
75,532.147,1.10814,0.66246,1.05997,0.78006,0.76027,0.73414,0.2257,2.46273,1.1001,1.97641,0.00033425,0.00033425,0.00033425
76,538.651,1.0799,0.65646,1.05453,0.73039,0.74152,0.68629,0.22231,2.46631,1.07696,2.01977,0.000321875,0.000321875,0.000321875
77,545.188,1.04536,0.64149,1.04707,0.77729,0.75609,0.73388,0.22727,2.48831,1.05944,1.97488,0.0003095,0.0003095,0.0003095
78,551.669,1.06617,0.64797,1.0484,0.79121,0.77485,0.7359,0.23616,2.40284,1.06555,1.94235,0.000297125,0.000297125,0.000297125
79,558.121,1.07315,0.64972,1.04558,0.80095,0.78273,0.73763,0.23689,2.39485,1.0723,1.94945,0.00028475,0.00028475,0.00028475
80,564.331,1.06739,0.64634,1.03835,0.75538,0.78591,0.72071,0.22465,2.44444,1.04298,1.99457,0.000272375,0.000272375,0.000272375
81,570.863,1.0606,0.64944,1.0494,0.77761,0.75023,0.72634,0.22127,2.46315,1.03079,1.99118,0.00026,0.00026,0.00026
82,577.191,1.04255,0.63251,1.03776,0.75003,0.75376,0.67986,0.21758,2.4895,1.06638,1.95988,0.000247625,0.000247625,0.000247625
83,583.352,1.04817,0.64035,1.03552,0.73361,0.73027,0.67345,0.21178,2.48454,1.07236,1.97272,0.00023525,0.00023525,0.00023525
84,589.608,1.04136,0.62807,1.03171,0.78451,0.74788,0.7039,0.21671,2.48712,1.04921,1.99032,0.000222875,0.000222875,0.000222875
85,595.691,1.02459,0.62412,1.02041,0.69257,0.67979,0.63247,0.19637,2.54962,1.10001,1.96322,0.0002105,0.0002105,0.0002105
86,601.969,1.03684,0.63018,1.03385,0.77012,0.75271,0.72279,0.22972,2.402,1.06626,1.90884,0.000198125,0.000198125,0.000198125
87,607.846,1.00447,0.61969,1.01913,0.77017,0.74149,0.6923,0.21008,2.44759,1.07019,1.93928,0.00018575,0.00018575,0.00018575
88,613.054,1.01897,0.62679,1.02505,0.78007,0.74811,0.70501,0.21665,2.44954,1.0853,1.93634,0.000173375,0.000173375,0.000173375
89,618.722,1.02102,0.62524,1.02804,0.77216,0.73913,0.69886,0.22432,2.43778,1.04244,1.95006,0.000161,0.000161,0.000161
90,624.186,0.9736,0.60473,1.0205,0.76617,0.73625,0.68776,0.22166,2.45396,1.04176,1.96946,0.000148625,0.000148625,0.000148625
91,656.185,0.97638,0.64063,1.02852,0.75559,0.7696,0.71578,0.21848,2.44289,1.01786,1.99321,0.00013625,0.00013625,0.00013625
92,661.308,0.96578,0.61454,1.00387,0.74235,0.74083,0.69496,0.21993,2.43368,1.01519,2.01498,0.000123875,0.000123875,0.000123875
93,666.179,0.95518,0.61453,1.01797,0.77922,0.75951,0.72731,0.22808,2.43133,1.05185,2.02101,0.0001115,0.0001115,0.0001115
94,670.96,0.92969,0.59369,1.00127,0.71738,0.72974,0.66395,0.21627,2.4602,1.05722,2.01376,9.9125e-05,9.9125e-05,9.9125e-05
95,675.731,0.91766,0.59115,1.00047,0.74528,0.76159,0.70132,0.21815,2.44219,1.03484,2.01453,8.675e-05,8.675e-05,8.675e-05
96,680.594,0.90776,0.57947,0.99542,0.76103,0.77201,0.71242,0.21582,2.47559,1.06118,2.01117,7.4375e-05,7.4375e-05,7.4375e-05
97,685.245,0.87798,0.57251,0.99225,0.75643,0.71457,0.68241,0.20976,2.4997,1.09191,2.01839,6.2e-05,6.2e-05,6.2e-05
98,690.419,0.88051,0.57122,0.99088,0.76726,0.77901,0.73137,0.21847,2.45782,1.05525,1.99277,4.9625e-05,4.9625e-05,4.9625e-05
99,695.501,0.88137,0.57063,0.98852,0.78875,0.75773,0.72442,0.21792,2.46008,1.06099,1.99521,3.725e-05,3.725e-05,3.725e-05
100,700.253,0.86002,0.56878,0.98086,0.73524,0.72239,0.68615,0.21237,2.45971,1.06386,2.00965,2.4875e-05,2.4875e-05,2.4875e-05
